isco_code,occupation,task,vector,difficulty_threshold,time_weight_pct,machine_credit_2026
2529,Database & Network Pros,Encrypting data transmissions and erecting firewalls to conceal confidential information as it is being transmitted and to keep out tainted digital transfers.,C_R,0.43,11.3,0.933
2611,Lawyers,"Interpret laws, rulings and regulations for individuals and businesses.",C_G,0.6,10.9,0.44
2611,Lawyers,"Analyze the probable outcomes of cases, using knowledge of legal precedents.",C_G,0.7,8.7,0.261
2611,Lawyers,Gather evidence to formulate defense or to initiate legal actions by such means as interviewing clients and witnesses to ascertain the facts of a case.,C_G,0.7,9.9,0.261
2611,Lawyers,Represent clients in court or before government agencies.,C_G,0.7,8.5,0.261
2611,Lawyers,Evaluate findings and develop strategies and arguments in preparation for presentation of cases.,C_G,0.7,9.8,0.261
2611,Lawyers,"Advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",C_G,0.7,8.5,0.261
2611,Lawyers,"Prepare, draft, and review legal documents, such as wills, deeds, patent applications, mortgages, leases, and contracts.",C_G,0.8,8.3,0.137
2611,Lawyers,"Researching legal principles, statutes and previous court decisions related to specific cases.",C_G,0.7,5.9,0.261
2611,Lawyers,Accepting briefs and pleading in the higher court.,C_G,0.7,5.9,0.261
2611,Lawyers,Acting as prosecutor on behalf of the Government.,C_G,0.75,5.9,0.192
2611,Lawyers,Negotiating settlements in matters which involve legal disputes.,C_G,0.7,5.9,0.261
2611,Lawyers,Drafting legislation and preparing government regulations based on existing laws.,C_G,0.6,5.9,0.44
2611,Lawyers,"Drawing up legal documents such as contracts, real estate transactions and wills and preparing statements of legal opinions.",C_G,0.7,5.9,0.261
2632,Sociologists,Analyze and interpret data to increase the understanding of human social behavior.,C_G,0.6,14.0,0.44
2632,Sociologists,Present research findings at professional meetings.,C_G,0.7,11.7,0.261
2632,Sociologists,"Conducting research on the origin, development, structure, social patterns, organizations and inter- relationships of human society.",C_G,0.7,8.7,0.261
2632,Sociologists,Tracing the origin and evolution of humanity through the study of changing characteristics and cultural and social institutions.,C_G,0.6,8.7,0.44
2632,Sociologists,"Tracing the development of humanity through the material remains of its past, such as dwellings, temples, tools, pottery, coins, weapons, or sculpture.",C_G,0.6,8.7,0.44
2632,Sociologists,"Studying physical and climatic aspects of areas and regions, and correlating these findings with economic, social and cultural activities.",C_G,0.6,8.7,0.44
2632,Sociologists,"Developing theories, models and methods to interpret and describe social phenomena.",C_G,0.7,8.7,0.261
2632,Sociologists,Evaluating the outcome of political decisions concerning social policy.,C_G,0.7,8.7,0.261
2632,Sociologists,Analyzing and evaluating social data.,C_G,0.6,13.4,0.44
2632,Sociologists,"Advising on the practical application of findings in the formulation of economic and social policies for population groups and regions, and for the development of markets.",C_G,0.7,8.7,0.261
2633,Humanities Academics,Teach political science.,C_G,0.6,12.2,0.44
2633,Humanities Academics,"Develop and test theories, using information from interviews, newspapers, periodicals, case law, historical papers, polls, or statistical sources.",C_G,0.7,11.9,0.261
2633,Humanities Academics,Advise political science students.,C_G,0.6,11.2,0.44
2633,Humanities Academics,"Researching, mostly by reasoning, into the general causes, principles and meanings of the world, human actions, experience and existence, and interpreting and developing philosophical concepts and...",C_G,0.7,8.1,0.261
2633,Humanities Academics,"Consulting and comparing primary sources, such as original or contemporary records of past events, and secondary sources such as archaeological or anthropological findings.",C_G,0.6,8.1,0.44
2633,Humanities Academics,"Extracting relevant material, checking its authenticity, and researching into and describing the history of a particular period, country or region, or a particular facet - for example economic…",C_G,0.7,8.1,0.261
2633,Humanities Academics,"Conducting research in such fields as political philosophy, or past and present theory and practice of political systems, institutions or behaviour.",C_G,0.7,8.1,0.261
2633,Humanities Academics,"Observing contemporary political institutions and opinions, collecting data on them from various sources, including interviews with government and political party officials and other relevant persons.",C_G,0.6,8.1,0.44
2633,Humanities Academics,"Developing theories, models and methods to interpret and describe the nature of human experience and historical and political events and behaviour.",C_G,0.7,8.1,0.261
2633,Humanities Academics,"Presenting findings and conclusions for publication or use by government, political parties or other organizations and interested persons.",C_G,0.6,8.1,0.44
2633,Humanities Academics,Preparing scholarly papers and reports.,C_G,0.7,8.1,0.261
2641,Authors and Screenwriters,"Read, evaluate and edit manuscripts or other materials submitted for publication, and confer with authors regarding changes in content, style or organization, or publication.",C_G,0.7,16.3,0.261
2641,Authors and Screenwriters,"Conduct research to obtain factual information and authentic detail, using sources such as newspaper accounts, diaries, and interviews.",C_G,0.7,17.8,0.261
2641,Authors and Screenwriters,"Conceiving, writing and editing novels, plays, scripts, poetry and other material for publication or presentation.",C_G,0.8,11.0,0.137
2641,Authors and Screenwriters,"Writing scripts and continuities and preparing programmes for stage, film, radio and television productions.",C_G,0.6,11.0,0.44
2641,Authors and Screenwriters,"Analyzing material, such as specifications, notes and drawings, and writing manuals, user guides and other documents to explain clearly and concisely the installation, operation and maintenance of...",C_G,0.6,11.0,0.44
2641,Authors and Screenwriters,"Writing brochures, handbooks and similar technical publications.",C_G,0.6,11.0,0.44
2641,Authors and Screenwriters,"Selecting material for publication, checking style, grammar and accuracy of content, arranging for any necessary revisions and checks proof copies before printing.",C_G,0.6,11.0,0.44
2641,Authors and Screenwriters,"Write books, scripts, storyboards, plays, essays, speeches, manuals, specifications.",C_G,0.6,11.0,0.44
3431,Photographers,"Create artificial light, using flashes and reflectors.",Phi_U,0.5,10.3,0.057
3431,Photographers,"Transfer photographs to computers for editing, archiving, and electronic transmission.",C_G,0.6,10.3,0.44
3431,Photographers,"Determine desired images and picture composition, selecting and adjusting subjects, equipment, and lighting to achieve desired effects.",C_G,0.6,10.3,0.44
3431,Photographers,"Manipulate and enhance scanned or digital images to create desired effects, using computers and specialized software.",C_G,0.6,10.8,0.44
3431,Photographers,"Enhance, retouch, and resize photographs and negatives, using airbrushing and other techniques.",C_G,0.6,9.7,0.44
3431,Photographers,"Set up, mount, or install photographic equipment and cameras.",Phi_U,0.58,9.3,0.031
3431,Photographers,"Taking photographs for advertising, or other commercial, industrial or scientific purposes and to illustrate stories and articles in newspapers, magazines and other publications.",Phi_U,0.7,6.4,0.012
3431,Photographers,Taking portrait photographs of persons and groups of persons.,Phi_U,0.6,6.4,0.027
3431,Photographers,"Studying requirements of a particular assignment and decide on type of camera, film, lighting and background accessories to be used.",C_G,0.55,6.4,0.54
3431,Photographers,"Determining picture composition, making technical adjustments to equipment and photograph subject.",C_G,0.6,6.4,0.44
3431,Photographers,Operating scanners to transfer photographic images to computers.,C_R,0.3,7.3,0.975
3431,Photographers,Adapting existing photographic images to create new digitized images to be included in multimedia products.,C_G,0.6,6.4,0.44
2652,Musicians,"Use gestures to shape the music being played, communicating desired tempo, phrasing, tone, color, pitch, volume, and other performance aspects.",Phi_U,0.7,11.9,0.012
2652,Musicians,Sing as a soloist or as a member of a vocal group.,Phi_U,0.77,15.4,0.007
2652,Musicians,"Apply elements of music theory to create musical and tonal structures, including harmonies and melodies.",C_G,0.78,11.2,0.157
2652,Musicians,"Consider such factors as ensemble size and abilities, availability of scores, and the need for musical variety, to select music to be performed.",C_G,0.6,11.2,0.44
2652,Musicians,"Play musical instruments as soloists, or as members or guest artists of musical groups such as orchestras, ensembles, or bands.",Phi_U,0.77,12.6,0.007
2652,Musicians,"Creating melodic, harmonic and rhythmic structures to express ideas and emotions in musical form.",C_G,0.8,7.3,0.137
2652,Musicians,Translating ideas and concepts into standard musical signs and symbols for reproduction and performance.,C_G,0.52,7.3,0.599
2652,Musicians,"Adapting or arranging music for particular instrumental or vocal groups, instruments or occasions.",C_G,0.6,8.4,0.44
2652,Musicians,Selecting music for performances and assigning instrumental parts to musicians.,C_G,0.6,7.3,0.44
2652,Musicians,Practising and rehearsing to maintain a high standard of performance.,Phi_U,0.52,7.3,0.049
2651,Visual Artists,"Create functional or decorative objects by hand, using a variety of methods and materials.",Phi_U,0.6,14.3,0.027
2651,Visual Artists,"Integrate and develop visual elements, such as line, space, mass, color, and perspective, to produce desired effects, such as the illustration of ideas, emotions, or moods.",C_G,0.6,11.2,0.44
2651,Visual Artists,"Create sculptures, statues, and other three-dimensional artwork by using abrasives and tools to shape, carve, and fabricate materials such as clay, stone, wood, or metal.",Phi_U,0.6,12.2,0.027
2651,Visual Artists,"Conceiving and developing ideas, designs and styles for paintings, drawings and sculptures.",C_G,0.6,14.3,0.44
2651,Visual Artists,"Arranging objects, positioning models, and selecting landscapes and other visual forms according to chosen subject matter.",Phi_U,0.42,8.0,0.103
2651,Visual Artists,"Selecting artistic media, method and materials.",C_G,0.6,8.0,0.44
2651,Visual Artists,"Creating representational or abstract drawings and paintings using pencils, ink, chalk, oil paints, water colours or through the application of other techniques.",Phi_U,0.58,8.0,0.031
2651,Visual Artists,"Creating drawings and engraving or etching them on metal, wood, or other materials.",Phi_U,0.6,8.0,0.027
2651,Visual Artists,"Creating cartoons to depict persons and events, often in caricature.",C_G,0.6,8.0,0.44
2651,Visual Artists,"Restoring damaged, soiled and faded paintings and other art objects.",Phi_U,0.6,8.0,0.027
5321,Nursing Associates,Feed patients or assist patients to eat or drink.,Phi_U,0.42,13.2,0.103
5321,Nursing Associates,"Provide patients with cognitive, intellectual, or developmental disabilities with routine physical, emotional, psychological, or rehabilitation care under the direction of nursing or medical staff.",Phi_U,0.52,13.0,0.049
5321,Nursing Associates,"Provide physical support to assist patients to perform daily living activities, such as getting out of bed, bathing, dressing, using the toilet, standing, walking, or exercising.",Phi_U,0.42,21.0,0.103
5321,Nursing Associates,Complete physical checks and monitor patients to detect unusual or harmful behavior and report observations to professional staff.,C_R,0.43,12.5,0.933
5321,Nursing Associates,"Providing care, support and treatment to patients and residents of medical, rehabilitative and residential care facilities as per treatment plans established by medical, nursing and other health…",Phi_U,0.48,14.5,0.067
5321,Nursing Associates,"Assisting patients with personal and therapeutic care needs such as personal hygiene, feeding, dressing, physical mobility and exercise, communication, taking oral medications and changing dressings.",Phi_U,0.6,8.5,0.027
5321,Nursing Associates,"Positioning, lifting and turning patients and transporting them in wheelchairs or on movable beds.",Phi_U,0.6,8.5,0.027
5321,Nursing Associates,"Maintaining patients' environmental hygiene standards, such as cleaning patient rooms and changing bed- linen.",Phi_U,0.3,8.5,0.231
3151,Ship Engineers,"Monitor engine, machinery, or equipment indicators when vessels are underway, and report abnormalities to appropriate shipboard staff.",P_A,0.7,11.3,0.599
3151,Ship Engineers,"Start engines to propel ships, and regulate engines and power transmissions to control speeds of ships, according to directions from captains or bridge computers.",Phi_S,0.82,11.1,0.053
3151,Ship Engineers,"Perform or participate in emergency drills, as required.",Phi_U,0.76,10.7,0.008
3151,Ship Engineers,"Perform general marine vessel maintenance or repair work, such as repairing leaks, finishing interiors, refueling, or maintaining decks.",Phi_S,0.7,10.7,0.128
3151,Ship Engineers,"Maintain or repair engines, electric motors, pumps, winches, or other mechanical or electrical equipment, or assist other crew members with maintenance or repair duties.",Phi_U,0.55,10.7,0.039
3151,Ship Engineers,"Maintain complete records of engineering department activities, including machine operations.",C_R,0.55,13.5,0.843
3151,Ship Engineers,"Controlling and participating in the operation, maintenance and repair of mechanical, electrical and electronic equipment and machinery on board ship.",Phi_S,0.7,10.5,0.128
3151,Ship Engineers,"Performing technical supervision of the installation, maintenance and repair of ship?s machinery and equipment to ensure compliance with specifications and regulations.",Phi_S,0.7,7.2,0.128
3151,Ship Engineers,"Inspecting and conducting maintenance and emergency repairs to engines, machinery and auxiliary equipment.",Phi_U,0.76,7.2,0.008
3151,Ship Engineers,"Standing engine room watch, monitoring and noting performance of engines, machinery and auxiliary equipment.",Phi_S,0.55,7.2,0.327
3152,Ship Captains,"Direct courses and speeds of ships, based on specialized knowledge of local winds, weather, water depths, tides, currents, and hazards.",C_R,0.7,11.6,0.618
3152,Ship Captains,Prevent ships under navigational control from engaging in unsafe operations.,Phi_S,0.7,10.8,0.128
3152,Ship Captains,"Consult maps, charts, weather reports, or navigation equipment to determine and direct ship movements.",Phi_S,0.7,10.8,0.128
3152,Ship Captains,Operate ship-to-shore radios to exchange information needed for ship operations.,Phi_S,0.7,10.4,0.128
3152,Ship Captains,Inspect vessels to ensure efficient and safe operation of vessels and equipment and conformance to regulations.,Phi_S,0.7,10.2,0.128
3152,Ship Captains,Commanding and navigating ship or similar vessel at sea or on inland waterways.,S_E,0.7,6.6,0.057
3152,Ship Captains,Controlling and participating in deck and bridge-watch activities.,Phi_S,0.48,6.6,0.46
3152,Ship Captains,"Navigating vessels into and out of ports and through channels, straits and other waters where special knowledge is required.",C_R,0.7,6.6,0.618
3152,Ship Captains,Ensuring safe loading and unloading of cargo and observance of safety regulations and procedures by crew and passengers.,Phi_S,0.4,6.6,0.618
3152,Ship Captains,Performing technical supervision of maintenance and repair of ship to ensure compliance with specifications and regulations.,Phi_S,0.7,6.6,0.128
3152,Ship Captains,Ordering ship?s stores and recruiting crew as required and maintaining record of operations.,Phi_S,0.7,6.6,0.128
3152,Ship Captains,Transmitting and receiving routine and emergency information with shore stations and other ships.,Phi_S,0.7,6.6,0.128
3153,Aircraft Pilots,"Check aircraft prior to flights to ensure that the engines, controls, instruments, and other systems are functioning properly.",C_R,0.7,11.4,0.618
3153,Aircraft Pilots,"Co-pilot aircraft or perform captain's duties, as required.",Phi_S,0.82,10.9,0.053
3153,Aircraft Pilots,Use instrumentation to pilot aircraft when visibility is poor.,Phi_S,0.82,10.9,0.053
3153,Aircraft Pilots,"Start engines, operate controls, and pilot airplanes to transport passengers, mail, or freight, adhering to flight plans, regulations, and procedures.",Phi_S,0.7,10.9,0.128
3153,Aircraft Pilots,"Inspect aircraft for defects and malfunctions, according to pre-flight checklists.",C_R,0.7,10.7,0.618
3153,Aircraft Pilots,"Monitor engine operation, fuel consumption, and functioning of aircraft systems during flights.",C_R,0.7,10.7,0.618
3153,Aircraft Pilots,Flying and navigating aircraft in accordance with established control and operating procedures.,Phi_S,0.7,6.7,0.128
3153,Aircraft Pilots,Preparing and submitting flight plan or examining standard flight plan.,Phi_S,0.7,6.7,0.128
3153,Aircraft Pilots,"Controlling the operation of mechanical, electrical and electronic equipment and ensuring that all instruments and controls work properly.",Phi_S,0.55,7.7,0.327
3153,Aircraft Pilots,Signing necessary certificates and maintaining official records of flight.,C_R,0.7,6.7,0.618
3153,Aircraft Pilots,Obtaining briefings and clearances before flights and maintaining contact with air traffic or flight control during flight.,C_R,0.7,6.7,0.618
3154,Air Traffic Controllers,"Inform pilots about nearby planes or potentially hazardous conditions, such as weather, speed and direction of wind, or visibility problems.",S_E,0.7,10.2,0.057
3154,Air Traffic Controllers,Transfer control of departing flights to traffic control centers and accept control of arriving flights.,S_E,0.7,10.0,0.057
3154,Air Traffic Controllers,Monitor or direct the movement of aircraft within an assigned air space or on the ground at airports to minimize delays and maximize safety.,S_E,0.7,11.4,0.057
3154,Air Traffic Controllers,Direct pilots to runways when space is available or direct them to maintain a traffic pattern until there is space for them to land.,S_E,0.7,9.8,0.057
3154,Air Traffic Controllers,"Direct ground traffic, including taxiing aircraft, maintenance or baggage vehicles, or airport workers.",S_E,0.7,11.2,0.057
3154,Air Traffic Controllers,"Contact pilots by radio to provide meteorological, navigational, or other information.",C_R,0.7,9.6,0.618
3154,Air Traffic Controllers,Directing and controlling aircraft operating in designated airspace sector.,S_E,0.7,6.3,0.057
3154,Air Traffic Controllers,Examining and approving flight plans.,C_R,0.7,6.3,0.618
3154,Air Traffic Controllers,"Informing flight crew and operations staff about weather conditions, operational facilities, flight (f) plans and air traffic.",S_E,0.7,6.3,0.057
3154,Air Traffic Controllers,Applying knowledge of principles and practices of air traffic control in order to identify and solve problems arising in the course of their work.,C_R,0.7,6.3,0.618
3154,Air Traffic Controllers,"Initiating and organizing emergency, search and rescue services and procedures.",S_E,0.68,6.3,0.067
3154,Air Traffic Controllers,"Maintaining radio and telephone contact with adjacent control towers, terminal control units and other control centres, and coordinating the movement of aircraft into adjoining areas.",S_E,0.7,6.3,0.057
3155,Aviation Safety Officers,"Modify, maintain, or repair electronics equipment or systems to ensure proper functioning.",Phi_U,0.58,11.2,0.031
3155,Aviation Safety Officers,Coordinate communications between air traffic control and maintenance personnel.,S_E,0.68,10.9,0.067
3155,Aviation Safety Officers,"Monitor the arrival, parking, refueling, loading, and departure of all aircraft.",Phi_S,0.7,10.4,0.128
3155,Aviation Safety Officers,"Carrying out technical duties related to the development of electronic and computerized air navigation systems and equipment, and testing prototypes.",Phi_S,0.7,7.5,0.128
3155,Aviation Safety Officers,Providing technical help in the design and layout of specific interface circuitry of air navigation and aircraft detection tracking systems.,Phi_S,0.7,7.5,0.128
3155,Aviation Safety Officers,Preparing and contributing to the preparation of cost estimates and technical and training specifications for air traffic control and safety equipment.,Phi_S,0.7,7.5,0.128
3155,Aviation Safety Officers,"Providing or assisting with the technical supervision of construction, installation and operation of ground- based air navigation equipment and its maintenance and repair to ensure that standards a...",Phi_U,0.58,7.5,0.031
3155,Aviation Safety Officers,Applying the knowledge and skills of air traffic safety engineering principles and practices in order to identify and solve problems arising in the course of their work.,C_G,0.6,7.5,0.44
3155,Aviation Safety Officers,"Developing, modifying and debugging system software.",C_G,0.6,7.5,0.44
3155,Aviation Safety Officers,"Modifying existing ground-based air navigation systems and equipment to adapt them to new air traffic control procedures, in order to improve capability, reliability and integrity, or to facilitate...",C_G,0.7,7.5,0.261
3155,Aviation Safety Officers,"Controlling, monitoring and certifying communication navigation and surveillance air traffic management equipment and calibrating the ground-based air navigation system to ensure maximum accuracy a...",Phi_S,0.7,7.5,0.128
3155,Aviation Safety Officers,Providing technical training and supervising other workers.,Phi_S,0.55,7.5,0.327
3256,Medical Assistants,Take and document patients' medical histories.,C_G,0.6,9.9,0.44
3256,Medical Assistants,"Interview patients to obtain medical information and measure their vital signs, weight, and height.",C_G,0.6,13.6,0.44
3256,Medical Assistants,"Record patients' medical history, vital statistics, or information such as test results in medical records.",C_R,0.58,10.8,0.808
3256,Medical Assistants,"Explain treatment procedures, medications, diets, or physicians' instructions to patients.",C_G,0.7,10.8,0.261
3256,Medical Assistants,"Assist physicians in performing ophthalmic procedures, including surgery.",Phi_U,0.8,9.3,0.005
3256,Medical Assistants,"Prepare treatment rooms for patient examinations, keeping the rooms neat and clean.",Phi_U,0.3,10.8,0.231
3256,Medical Assistants,"Collect blood, tissue, or other laboratory specimens, log the specimens, and prepare them for testing.",Phi_U,0.6,10.6,0.027
3256,Medical Assistants,"Assisting medical doctors and other health professionals to examine and treat patients, including measuring and recording vital signs, administering medications, and performing routine clinical…",Phi_U,0.43,6.0,0.096
3256,Medical Assistants,"Preparing and handling medical instruments and supplies, including sterilizing instruments and disposing of contaminated supplies in accordance with safety procedures.",Phi_U,0.6,6.0,0.027
3256,Medical Assistants,Providing prescription and drug refill information to pharmacies.,C_G,0.6,6.0,0.44
3256,Medical Assistants,"Scheduling appointments with patients, and preparing documentation required for billing, reporting and insurance purposes.",C_R,0.58,6.0,0.808
3212,Lab Technicians,"Analyze chromosomes found in biological specimens to aid diagnoses and treatments for genetic diseases such as congenital disabilities, fertility problems, and hematological disorders.",C_G,0.7,12.6,0.261
3212,Lab Technicians,Summarize test results and report to appropriate authorities.,C_G,0.6,12.2,0.44
3212,Lab Technicians,"Conducting chemical analysis of body fluids, including blood, urine, and spinal fluid, to determine presence of normal and abnormal components.",P_A,0.6,7.5,0.769
3212,Lab Technicians,"Operating, calibrating and maintaining equipment used in quantitative and qualitative analysis, such as spectrophotometers, calorimeters, flame photometers, and computer-controlled analyzers.",P_A,0.65,7.5,0.69
3212,Lab Technicians,Entering data from analysis of laboratory tests and clinical results into records-keeping systems and reporting results to medical practitioners and other health professionals.,C_R,0.43,7.5,0.933
3212,Lab Technicians,Analyzing samples of biological material for chemical content or reaction.,C_G,0.6,7.5,0.44
3212,Lab Technicians,"Setting up, cleaning, and maintaining laboratory equipment.",Phi_U,0.3,7.5,0.231
3212,Lab Technicians,Analyzing laboratory findings to check the accuracy of the results.,C_R,0.43,7.5,0.933
3212,Lab Technicians,"Establishing and monitoring programs to ensure the accuracy of laboratory results and developing, standardizing, evaluating, and modifying procedures, techniques and tests used in the analysis of s...",S_E,0.48,7.5,0.261
3212,Lab Technicians,"Obtaining specimens, cultivating, isolating and identifying microorganisms for analysis.",Phi_U,0.6,7.5,0.027
3212,Lab Technicians,Examining cells stained with dye to locate abnormalities.,C_G,0.6,7.5,0.44
3212,Lab Technicians,"Inoculating fertilized eggs, broths, or other bacteriological media with organisms.",Phi_U,0.6,7.5,0.027
2265,Dietitians,"Assess nutritional needs, diet restrictions, and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",C_G,0.7,12.9,0.261
2265,Dietitians,"Advise patients and their families on nutritional principles, dietary plans, diet modifications, and food selection and preparation.",C_G,0.6,12.5,0.44
2265,Dietitians,Consult with physicians and health care personnel to determine nutritional needs and diet restrictions of patient or client.,C_G,0.6,15.4,0.44
2265,Dietitians,"Monitor food service operations to ensure conformance to nutritional, safety, sanitation and quality standards.",C_R,0.48,9.6,0.904
2265,Dietitians,"Instructing individuals, families and communities on nutrition, the planning of diets and preparation of food to maximize health benefits and reduce potential risks to health.",C_G,0.6,8.3,0.44
2265,Dietitians,"Planning diets and menus, supervising the preparation and serving of meals, and monitoring food intake and quality to provide nutritional care in settings offering food services.",C_G,0.6,8.3,0.44
2265,Dietitians,"Compiling and assessing data relating to health and nutritional status of individuals, groups and communities based on nutritional values of food served or consumed.",C_G,0.6,8.3,0.44
2265,Dietitians,"Planning and conducting nutrition assessments, intervention programmes, and education and training to improve nutritional levels among individuals and communities.",C_G,0.48,8.3,0.673
2265,Dietitians,Developing and evaluating food and nutrition products to meet nutritional requirements.,C_G,0.6,8.3,0.44
2265,Dietitians,Conducting research on nutrition and disseminating the findings at scientific conferences and in other settings.,C_G,0.7,8.3,0.261
3412,Social Workers,Develop and implement behavioral management and care plans for clients.,C_G,0.6,10.2,0.44
3412,Social Workers,"Visit individuals in homes or attend group meetings to provide information on agency services, requirements, or procedures.",C_R,0.43,10.2,0.933
3412,Social Workers,"Advise clients regarding food stamps, child care, food, money management, sanitation, or housekeeping.",C_G,0.6,8.8,0.44
3412,Social Workers,Helping persons with disabilities or the elderly to obtain services and to improve their ability to function in society.,C_G,0.6,7.9,0.44
3412,Social Workers,Assisting clients to identify options and develop plans of action while providing necessary support and assistance.,C_G,0.6,7.9,0.44
3412,Social Workers,"Assisting clients to identify and access community resources including legal, medical and financial assistance, housing, employment, transportation, assistance with moves, day care and other referr...",C_G,0.7,7.9,0.261
3412,Social Workers,"Counselling clients living in group homes and half-way houses, supervising their activities and assisting in pre-release and release planning.",S_E,0.48,7.9,0.261
3412,Social Workers,Participating in the selection and admission of clients to appropriate programs.,C_G,0.6,7.9,0.44
3412,Social Workers,Providing crisis intervention and emergency shelter services.,Phi_U,0.8,7.9,0.005
3412,Social Workers,"Implementing life skills workshops, substance abuse treatment programs, behaviour management programs, youth services programs and other community and social service programs under the supervision...",S_E,0.48,7.9,0.261
3412,Social Workers,Assisting in evaluating the effectiveness of interventions and programs by monitoring and reporting on clients' progress.,C_G,0.6,7.9,0.44
3412,Social Workers,"Maintaining contact with other social service agencies, schools and health care providers involved with clients to provide information and obtain feedback on clients' overall situation and progress.",C_R,0.43,7.9,0.933
3252,Health Records Clerks,Compile and maintain patients' medical records to document condition and treatment and to provide data for research or cost control and care improvement efforts.,C_G,0.7,12.5,0.261
3252,Health Records Clerks,"Maintain or operate a variety of health record indexes or storage and retrieval systems to collect, classify, store, or analyze information.",C_G,0.6,11.9,0.44
3252,Health Records Clerks,Process patient admission or discharge documents.,C_R,0.43,10.4,0.933
3252,Health Records Clerks,Protect the security of medical records to ensure that confidentiality is maintained.,C_R,0.58,11.9,0.808
3252,Health Records Clerks,Release information to persons or agencies according to regulations.,C_G,0.6,10.4,0.44
3252,Health Records Clerks,"Retrieve patient medical records for physicians, technicians, or other medical personnel.",C_R,0.58,10.4,0.808
3252,Health Records Clerks,"Review records for completeness, accuracy, and compliance with regulations.",C_R,0.58,11.9,0.808
3252,Health Records Clerks,Translating narrative descriptions and numeric information from medical records and other documents on health services delivery into codes associated with standard classification systems.,C_R,0.58,10.4,0.808
3252,Health Records Clerks,Supervising clerical and administrative workers involved in the maintenance of medical records.,S_E,0.58,10.4,0.137
3257,Health Inspector,Inspect food products and processing procedures to determine whether products are safe to eat.,C_R,0.43,13.7,0.933
3257,Health Inspector,Enforce safety rules and regulations.,C_G,0.6,13.5,0.44
3257,Health Inspector,"Inspect vehicles or other equipment for evidence of abuse, damage, or mechanical malfunction.",C_R,0.43,14.6,0.933
3257,Health Inspector,Giving advice on environmental sanitary problems and techniques.,C_G,0.6,8.9,0.44
3257,Health Inspector,"Inspecting places of work and, by interviews, observations and other means, obtaining information about work practices and accidents to determine compliance with safety rules and regulations.",C_R,0.58,8.9,0.808
3257,Health Inspector,"Inspecting areas of production, processing, transport, handling, storage and sale of products to ensure conformity with government and other rules, regulations and standards.",C_R,0.55,8.9,0.843
3257,Health Inspector,Inspecting establishments to ensure that they conform to government and other rules and regulations concerning emission of pollutants and disposal of dangerous wastes (h) initiating action to maint...,C_R,0.43,8.9,0.933
3257,Health Inspector,"Promoting preventive and corrective measures such as control of disease carrying organisms and of harmful substances in the air, hygienic food handling, proper disposal of waste and cleaning of pub...",C_G,0.48,8.9,0.673
3257,Health Inspector,"Estimating quantities and costs of materials and labour required for health, safety and sanitation remediation projects.",C_G,0.6,13.5,0.44
3259,Health Records Technicians,"Monitor patients' conditions and reactions, reporting abnormal signs to physician.",C_G,0.6,19.6,0.44
3259,Health Records Technicians,Document clients' progress toward meeting established treatment objectives.,C_G,0.52,19.6,0.599
3259,Health Records Technicians,"Interviewing and examining patients to obtain information on their health status and the nature and extent of injury, illness or other physical or mental health problem.",C_G,0.6,12.1,0.44
3259,Health Records Technicians,"Administering therapeutic care and treatment to patients, including the manual and physical choropractic an osteopathic techniques.",Phi_U,0.7,12.1,0.012
3259,Health Records Technicians,"Monitoring patients' progress through treatment plans, and identifying signs and symptoms requiring referral to a medical doctor or other health professional.",C_G,0.7,12.1,0.261
3259,Health Records Technicians,Recording information on patients' health status and responses to treatment in medical records-keeping systems.,C_R,0.58,12.1,0.808
3259,Health Records Technicians,Sharing information with other health care providers when required to ensure continuing and comprehensive care.,C_R,0.6,12.1,0.782
3311,Securities Traders,Make bids or offers to buy or sell securities.,C_R,0.43,16.1,0.933
3311,Securities Traders,"Buy or sell stocks, bonds, commodity futures, foreign currencies, or other securities on behalf of investment dealers.",C_R,0.43,19.1,0.933
3311,Securities Traders,Identify opportunities or develop channels for purchase or sale of securities or commodities.,C_G,0.6,14.3,0.44
3311,Securities Traders,Obtaining information about the financial circumstances of customers and companies in which investments may be made.,C_R,0.43,10.1,0.933
3311,Securities Traders,Informing prospective customers about market conditions and prospects.,C_R,0.43,10.1,0.933
3311,Securities Traders,"Advising on and participating in the negotiation of terms for, and organization of, loans and placement of stocks and bonds in the financial market to raise capital for customers.",C_G,0.6,10.1,0.44
3311,Securities Traders,"Deal on the foreign exchange, on spot, or on futures markets, on behalf of their own company or for customers on a commission basis.",C_R,0.43,10.1,0.933
3311,Securities Traders,They recommend transactions to clients or senior management.,C_G,0.6,10.1,0.44
3313,Accounting Techs,"Operate computers programmed with accounting software to record, store, and analyze information.",C_G,0.6,10.3,0.44
3313,Accounting Techs,"Prepare bank deposits by compiling data from cashiers, verifying and balancing receipts, and sending cash, checks, or other forms of payment to banks.",C_R,0.43,10.1,0.933
3313,Accounting Techs,"Operate 10-key calculators, typewriters, and copy machines to perform calculations and produce documents.",C_R,0.35,9.7,0.964
3313,Accounting Techs,Monitor status of loans and accounts to ensure that payments are up to date.,C_R,0.58,9.5,0.808
3313,Accounting Techs,Reconcile records of bank transactions.,C_R,0.43,11.1,0.933
